Iain Stewart; 1964; Scotland; University of Bristol
Alexander Craig Aitken; 1895; New Zealand; University of Otago
Alexander Craig Aitken; 1895; New Zealand; University of Edinburgh
Emmanuel A. Gonzalez; 1982; Philippines; De La Salle University
Piotr Sztompka; 1944; Poland; Jagiellonian University
Helene Deutsch; 1884; Poland; University of Vienna
Andrei Andreevich Bolibrukh; 1950; Russia; Moscow State University
Young Lee; 1955; South Korea; Kent State University
Ulf Grenander; 1923; Sweden; Stockholm University
Anders Thor; 1935; Sweden; Royal Institute of Technology
Ulf Grenander; 1923; Sweden; Uppsala University
Anatoliy V. Skorokhod; 1930; Ukraine; Taras Shevchenko National University of Kyiv
Dylan Evans; 1966; United Kingdom; London School of Economics
David Roxbee Cox; 1924; United Kingdom; St John's College, Cambridge
Demis Hassabis; 1976; United Kingdom; University College London
Arthur T. Ippen; 1907; United Kingdom; California Institute of Technology
Ada Florence Remfry Hitchins; 1891; United Kingdom; University of Glasgow
Chris Brand; 1943; United Kingdom; University of Oxford
Arthur T. Ippen; 1907; United Kingdom; Technische Hochschule
Charles Glover Barkla; 1877; United Kingdom; University of Cambridge
Jake Hancock; 1928; United Kingdom; University of Cambridge
Charles Glover Barkla; 1877; United Kingdom; University of Liverpool
Demis Hassabis; 1976; United Kingdom; Queens' College, Cambridge
David Roxbee Cox; 1924; United Kingdom; University of Leeds
Irving Stoy Reed; 1923; United States; California Institute of Technology
Ronald Fagin; 1945; United States; Dartmouth College
Reid W. Barton; 1983; United States; Massachusetts Institute of Technology
John Poduska; 1937; United States; Massachusetts Institute of Technology
Herbert Gursky; 1930; United States; Princeton University
Keith H. Basso; 1940; United States; Stanford University
Ronald Fagin; 1945; United States; University of California, Berkeley
Edward H. Schafer; 1913; United States; University of California, Berkeley
Daniel E. Koshland; 1920; United States; University of California, Berkeley
Daniel E. Koshland; 1920; United States; University of Chicago
James C. Kaufman; 1974; United States; University of Southern California
David Hebert; 1972; United States; University of Washington
James C. Kaufman; 1974; United States; Yale University
Enzo Riccardo Campagnolo; 1958; United States; Cornell University
Carol Lynn George; 1979; United States; Sanford-Burnham Medical Research Institute
Edward H. Schafer; 1913; United States; Doctor of Philosophy
John C. Bailar; 1904; United States; University of Michigan
Reid W. Barton; 1983; United States; Harvard University
Keith H. Basso; 1940; United States; Harvard University
Bruce Ackerman; 1943; United States; Harvard University
Richard Arnowitt; 1928; United States; Harvard University
Carleton Stevens Coon; 1904; United States; Harvard University
Henry Joel Cadbury; 1883; United States; Harvard University
Montgomery Atwater; 1904; United States; Harvard College
Lawrence Joseph Henderson; 1878; United States; Harvard Medical School
Henry Joel Cadbury; 1883; United States; Haverford College
Carol Lynn George; 1979; United States; University of Connecticut
Edward H. Schafer; 1913; United States; University of Hawaii
Maurice Rabb Jr.; 1932; United States; University of Louisville
Bruce Ackerman; 1943; United States; Yale Law School
Andrew Wilson; 1968; Hertfordshire; University of Oxford
Marian Stamp Dawkins; 1945; England; University of Oxford
Andrew Wilson; 1968; England; University of Oxford
Oliver Penrose; 1929; Essex; University College London
Richard Salisbury Ellis; 1950; Wales; University College London
Richard Salisbury Ellis; 1950; Wales; University of Oxford
Henry Taube; 1915; Canada; University of California, Berkeley
Ky Fan; 1914; China; University of Paris
Mikael Bols; 1961; Denmark; Technical University of Denmark
Taher A. Elgamal; 1955; Egypt; Stanford University
Pierre Capretz; 1925; France; University of Paris
Claude S. Fischer; 1948; France; University of California, Los Angeles
Joseph Jordania; 1954; Georgia; Tbilisi State Conservatoire
Horst Feistel; 1915; Germany; Massachusetts Institute of Technology
Helmut Hasse; 1898; Germany; University of Marburg
Hans Fischer; 1881; Germany; University of Marburg
Walter Gordon; 1893; Germany; University of Hamburg
Hans Fischer; 1881; Germany; University of Lausanne
Salvador Moncada; 1944; Honduras; University of El Salvador
Salvador Moncada; 1944; Honduras; University of London
Eluvathingal Devassy Jemmis; 1951; India; Indian Institute of Technology Kanpur
Eluvathingal Devassy Jemmis; 1951; India; Princeton University
Eluvathingal Devassy Jemmis; 1951; India; Cornell University
Raj Kumar Pathria; 1933; India; University of Delhi
Michael James Steuart Dewar; 1918; India; University of Oxford
Fabiola Gianotti; 1960; Italy; University of Milan
Dirk Brouwer; 1902; Netherlands; Leiden University
Nikita Nekrasov; 1973; Russia; Princeton University
Aleksandr Nekrasov; 1883; Russia; Moscow State University
Kai Siegbahn; 1918; Sweden; Stockholm University
Manne Siegbahn; 1886; Sweden; Lund University
Felix Villars; 1921; Switzerland; ETH Zurich
Peter Minkowski; 1941; Switzerland; ETH Zurich
Martin Bland; 1947; United Kingdom; Imperial College London
John Davis; 1938; United Kingdom; London School of Economics
John G. Nicholls; 1929; United Kingdom; University College London
Geraint Rees; 1967; United Kingdom; University College London
Oliver Penrose; 1929; United Kingdom; University College London
Richard Salisbury Ellis; 1950; United Kingdom; University College London
Martin Bland; 1947; United Kingdom; University of London
Tom Kilburn; 1921; United Kingdom; University of Manchester
Doreen Massey; 1944; United Kingdom; University of Pennsylvania
Lester Charles King; 1907; United Kingdom; Victoria University of Wellington
Lester Charles King; 1907; United Kingdom; University of New Zealand
Barry Smith; 1952; United Kingdom; University of Oxford
Doreen Massey; 1944; United Kingdom; University of Oxford
Marian Stamp Dawkins; 1945; United Kingdom; University of Oxford
Richard Salisbury Ellis; 1950; United Kingdom; University of Oxford
Richard Wilson; 1926; United Kingdom; University of Oxford
Ronald Brown; 1935; United Kingdom; University of Oxford
Simon Kirwan Donaldson; 1957; United Kingdom; University of Oxford
Andrew Wilson; 1968; United Kingdom; University of Oxford
Robert Williams; 1942; United States; California State University, Northridge
Richard Wallace; 1960; United States; Carnegie Mellon University
Richard Askey; 1933; United States; Washington University in St. Louis
Robert Williams; 1930; United States; Washington University in St. Louis
David Evans; 1970; United States; California Institute of Technology
Rosalyn Sussman Yalow; 1921; United States; Hunter College
Eugene Lindsay Opie; 1873; United States; Johns Hopkins University
Andrew Fire; 1959; United States; Massachusetts Institute of Technology
John Rhodes; 1937; United States; Massachusetts Institute of Technology
Richard Askey; 1933; United States; Princeton University
Evan Flatow; 1956; United States; Princeton University
Robert E. Kahn; 1938; United States; Princeton University
Ezra T. Newman; 1929; United States; Syracuse University
Pete Worden; 1949; United States; University of Arizona
Andrew Fire; 1959; United States; University of California, Berkeley
Stirling Colgate; 1925; United States; University of California, Berkeley
Erik Olin Wright; 1947; United States; University of California, Berkeley
Grover Krantz; 1931; United States; University of California, Berkeley
Morris H. DeGroot; 1931; United States; University of Chicago
Stirling Colgate; 1925; United States; Cornell University
Ralph Hosmer; 1874; United States; Yale School of Forestry & Environmental Studies
Robert E. Kahn; 1938; United States; City College of New York
Robert E. Kahn; 1938; United States; Doctor of Philosophy
David Evans; 1970; United States; Yale College
Pete Worden; 1949; United States; University of Michigan
W. Richard Stevens; 1951; Zambia; University of Arizona
W. Richard Stevens; 1951; Zambia; University of Michigan
Charles Alfred Coulson; 1910; England national football team; University of Cambridge
William Wilson; 1875; Cumbria; Aspatria Agricultural College
Oliver Penrose; 1929; Essex; King's College, Cambridge
Edward A. Irving; 1927; Lancashire; University of Cambridge
John Hammersley; 1920; Scotland; Sedbergh School
John Hammersley; 1920; Scotland; Emmanuel College, Cambridge
Sir James Whyte Black; 1924; Scotland; University of St Andrews
Neil Ernest Wiseman; 1934; Suffolk; University of Cambridge
Neil Ernest Wiseman; 1934; Suffolk; Queen Mary University of London
Neil Ernest Wiseman; 1934; Suffolk; University of Illinois system
Norman Greenwood; 1925; Australia; Sidney Sussex College, Cambridge
Ian Sloan; 1938; Australia; University of Melbourne
Doreen Kimura; 1933; Canada; McGill University
Raymond Laflamme; 1960; Canada; University of Cambridge
Henry Taube; 1915; Canada; University of Saskatchewan
Taher A. Elgamal; 1955; Egypt; Cairo University
Claude S. Fischer; 1948; France; Harvard University
Henri Breuil; 1877; France; Sorbonne
Joseph Jordania; 1954; Georgia; Tbilisi State University
Horst Feistel; 1915; Germany; Harvard University
Thomas Eisner; 1929; Germany; Harvard University
Rudolph Schoenheimer; 1898; Germany; Humboldt University of Berlin
Edmund Landau; 1877; Germany; Humboldt University of Berlin
Walter Gordon; 1893; Germany; Humboldt University of Berlin
Susanne Albers; 1965; Germany; Saarland University
Christof Wetterich; 1952; Germany; University of Freiburg
Rudolf Grimm; 1961; Germany; University of Hanover
Raj Kumar Pathria; 1933; India; Panjab University, Chandigarh
Nikil Dutt; 1958; India; Pennsylvania State University
Shankar Balasubramanian; 1966; India; Fitzwilliam College, Cambridge
Roberto Longhi; 1890; Italy; University of Turin
Stuart Hall; 1932; Jamaica; Merton College, Oxford
Shinichiro Tomonaga; 1906; Japan; Kyoto University
Takeo Kanade; 1945; Japan; Kyoto University
Morikazu Toda; 1917; Japan; University of Tokyo
Seishi Kikuchi; 1902; Japan; University of Tokyo
Lee Hong Susan Lim; 1952; Malaysia; University of Malaya
Asker Jeukendrup; 1969; Netherlands; Maastricht University
Johannes Thiele; 1865; Poland; Martin Luther University of Halle-Wittenberg
Samuel Eilenberg; 1913; Poland; University of Warsaw
Nikita Nekrasov; 1973; Russia; Moscow Institute of Physics and Technology
Oleksiy Kartunov; 1940; Russia; Taras Shevchenko National University of Kyiv
Nikita Nekrasov; 1973; Russia; Institute for Theoretical and Experimental Physics
Pavel Alekseyevich Cherenkov; 1904; Russia; Voronezh State University
Villiger Victor; 1868; Switzerland; Ludwig Maximilian University of Munich
Villiger Victor; 1868; Switzerland; University of Geneva
John William Heslop Harrison; 1881; United Kingdom; Durham University
John Ellis; 1946; United Kingdom; King's College, Cambridge
Oliver Penrose; 1929; United Kingdom; King's College, Cambridge
James Gray; 1891; United Kingdom; King's College, Cambridge
Charles Alfred Coulson; 1910; United Kingdom; University of Cambridge
Neil Ernest Wiseman; 1934; United Kingdom; University of Cambridge
Simon Kirwan Donaldson; 1957; United Kingdom; University of Cambridge
Edward A. Irving; 1927; United Kingdom; University of Cambridge
Ronald Milne; 1957; United Kingdom; University of Edinburgh
Joseph Wedderburn; 1882; United Kingdom; University of Edinburgh
John Hammersley; 1920; United Kingdom; Sedbergh School
William Wilson; 1875; United Kingdom; Aspatria Agricultural College
Geraint Rees; 1967; United Kingdom; Gonville and Caius College, Cambridge
Lester Charles King; 1907; United Kingdom; University of South Africa
John Hammersley; 1920; United Kingdom; Emmanuel College, Cambridge
Geraint Rees; 1967; United Kingdom; New College, Oxford
David Bates; 1916; United Kingdom; Queen's University Belfast
Neil Ernest Wiseman; 1934; United Kingdom; Queen Mary University of London
Tom Kilburn; 1921; United Kingdom; Sidney Sussex College, Cambridge
Brian MacMahon; 1923; United Kingdom; University of Birmingham
Neil Ernest Wiseman; 1934; United Kingdom; University of Illinois system
Sir James Whyte Black; 1924; United Kingdom; University of St Andrews
Lorna Marshall; 1898; United States; Harvard University
Richard Askey; 1933; United States; Harvard University
Donald Newman; 1930; United States; Harvard University
George Minot; 1885; United States; Harvard University
Percy Williams Bridgman; 1882; United States; Harvard University
Ralph Hosmer; 1874; United States; Harvard University
William Monroe Trotter; 1872; United States; Harvard University
Herman H. Spitz; 1925; United States; Lafayette College
Herman H. Spitz; 1925; United States; New York University
Ezra T. Newman; 1929; United States; New York University
Richard Pollack; 1935; United States; New York University
Tom Trusky; 1944; United States; Northwestern University
Morris H. DeGroot; 1931; United States; Roosevelt University
Edward K Reedy; 1940; United States; University of Tennessee
Grover Krantz; 1931; United States; Master of Arts
Evan Flatow; 1956; United States; Columbia University College of Physicians and Surgeons
Robert Williams; 1942; United States; Southern Illinois University
Robert Williams; 1930; United States; Philander Smith College
Richard Pollack; 1935; United States; Brooklyn College
Ezra T. Newman; 1929; United States; The Bronx High School of Science
Tom Trusky; 1944; United States; Trinity College, Dublin
John J. Powers; 1918; United States; University of Massachusetts Amherst
Grover Krantz; 1931; United States; University of Minnesota
Tom Trusky; 1944; United States; University of Oregon
John Turton Randall; 1905; England; University of Manchester
David Thouless; 1934; Scotland; Cornell University
Ronald Ernest Aitchison; 1921; Australia; University of Sydney
Robert May; 1936; Australia; University of Sydney
Sylvain Cappell; 1946; Belgium; Princeton University
Rosaly Lopes; 1957; Brazil; University of London
Stephen W. Scherer; 1964; Canada; University of Waterloo
Jim Peebles; 1935; Canada; Princeton University
Stephen W. Scherer; 1964; Canada; Doctor of Philosophy
Kurt Freund; 1914; Czech Republic; Charles University in Prague
Otto Wichterle; 1913; Czech Republic; Czech Technical University in Prague
Carsten Lund; 1963; Denmark; University of Chicago
Makram Nasri Kaiser; 1930; Egypt; Emory University
Wolfgang Ketterle; 1957; Germany; Max Planck Institute of Quantum Optics
Markus G. Kuhn; 1971; Germany; Purdue University
Peter Finke; 1944; Germany; Max Planck Institute of Plasma Physics
Luis von Ahn; 1979; Guatemala; Carnegie Mellon University
Luis von Ahn; 1979; Guatemala; Duke University
Raghu Raj Bahadur; 1924; India; University of North Carolina at Chapel Hill
George Sudarshan; 1931; India; University of Rochester
Raghu Raj Bahadur; 1924; India; University of Delhi
Angelo Celli; 1857; Italy; Sapienza University of Rome
Mstislav Keldysh; 1911; Latvia; Moscow State University
Reuben Leon Kahn; 1887; Lithuania; Yale University
Wim Cohen; 1923; Netherlands; Delft University of Technology
Igor Frenkel; 1952; Russia; Yale University
Sergei Godunov; 1929; Russia; Moscow State University
Chandra Wickramasinghe; 1939; Sri Lanka; University of Ceylon
Astro Teller; 1970; United Kingdom; Carnegie Mellon University
John Turton Randall; 1905; United Kingdom; University of Manchester
Astro Teller; 1970; United Kingdom; Stanford University
David Thouless; 1934; United Kingdom; Cornell University
Roderick Mackinnon; 1956; United States; Brandeis University
Paul A. Freund; 1908; United States; Washington University in St. Louis
Donald A. Glaser; 1926; United States; California Institute of Technology
Victor Wouk; 1919; United States; California Institute of Technology
Edward Klima; 1931; United States; Dartmouth College
Edward Lorenz; 1917; United States; Dartmouth College
Catharine Alice MacKinnon; 1946; United States; Political science
Abraham Seidenberg; 1916; United States; Johns Hopkins University
Jay L. Lush; 1896; United States; Kansas State University
Edward Lorenz; 1917; United States; Massachusetts Institute of Technology
Kevin Granata; 1961; United States; Ohio State University
Lyman Spitzer; 1914; United States; Princeton University
Karl Rubin; 1956; United States; Princeton University
Martin Feinberg; 1942; United States; Princeton University
Kevin Granata; 1961; United States; Purdue University
Martin Feinberg; 1942; United States; Purdue University
Michael J. Flynn; 1934; United States; Purdue University
Theodore Rappaport; 1960; United States; Purdue University
John Morgan; 1946; United States; Rice University
Elizabeth Loftus; 1944; United States; Stanford University
Michael J. Flynn; 1934; United States; Syracuse University
H. Clyde Wilson; 1926; United States; Texas A&M University
George Nuttall; 1862; United States; University of California
George Herbig; 1920; United States; University of California, Berkeley
Thomas J. Bouchard; 1937; United States; University of California, Berkeley
William Klemperer; 1927; United States; University of California, Berkeley
Elizabeth Loftus; 1944; United States; University of California, Los Angeles
H. Clyde Wilson; 1926; United States; University of California, Los Angeles
Daniel Shanks; 1917; United States; University of Chicago
Gerald J. Wasserburg; 1927; United States; University of Chicago
Kenneth Sokoloff; 1952; United States; University of Pennsylvania
John Clarence Karcher; 1894; United States; University of Pennsylvania
Lyman Spitzer; 1914; United States; Yale University
Catharine Alice MacKinnon; 1946; United States; Yale University
Irving Segal; 1918; United States; Yale University
Ralph Walter Graystone Wyckoff; 1897; United States; Cornell University
Vera Rubin; 1928; United States; Cornell University
H. Clyde Wilson; 1926; United States; Baylor University
Robin Tolmach Lakoff; 1942; United States; Indiana University
Helen Taussig; 1898; United States; Johns Hopkins School of Medicine
Joseph Erlanger; 1874; United States; Johns Hopkins School of Medicine
Thomas Jefferson Jackson See; 1866; United States; University of Missouri
John E. McMurry; 1942; United States; Columbia University
Alejandro Zaffaroni; 1923; Uruguay; University of Rochester
Frederick 1st Baronet Treves; 1853; England national football team; Barts and The London School of Medicine and Dentistry
Autar Singh Paintal; 1925; Burma; King George's Medical University
Frederick 1st Baronet Treves; 1853; Dorset; Barts and The London School of Medicine and Dentistry
Robert Geoffrey Edwards; 1925; England; Bangor University
John Turton Randall; 1905; England; Cavendish Laboratory
Robert Geoffrey Edwards; 1925; England; University of Edinburgh
William Boyd; 1885; Scotland; University of Edinburgh
Peter Jephson Cameron; 1947; Australia; University of Oxford
Bridget Margaret Ogilvie; 1938; Australia; Girton College, Cambridge
Paul Eisler; 1907; Austria; Vienna University of Technology
Walter Anderson; 1885; Belarus; Kazan (Volga region) Federal University
Sylvain Cappell; 1946; Belgium; Columbia University
Jim Peebles; 1935; Canada; University of Manitoba
Stephen W. Scherer; 1964; Canada; University of Toronto
Carsten Lund; 1963; Denmark; Aarhus University
Makram Nasri Kaiser; 1930; Egypt; Ain Shams University
Makram Nasri Kaiser; 1930; Egypt; Cairo University
Gerhard Ertl; 1936; Germany; University of Stuttgart
Wilhelm Gliese; 1915; Germany; Humboldt University of Berlin
Markus G. Kuhn; 1971; Germany; University of Erlangen-Nuremberg
Wolfgang Ketterle; 1957; Germany; Heidelberg University
Heinrich Otto Wieland; 1877; Germany; Ludwig Maximilian University of Munich
Mylswamy Annadurai; 1978; India; Government College of Technology, Coimbatore
George Sudarshan; 1931; India; Madras Christian College
Mylswamy Annadurai; 1978; India; Anna University Chennai - Regional Office, Coimbatore
Reuben Leon Kahn; 1887; Lithuania; New York University
Reuben Leon Kahn; 1887; Lithuania; Valparaiso University
Michael Segal; 1972; Moldova; Ben-Gurion University of the Negev
Wim Crusio; 1954; Netherlands; Radboud University Nijmegen
Wilhelm Gliese; 1915; Poland; Humboldt University of Berlin
Nikolay Mitrofanovich Krylov; 1879; Russia; The National Mineral Resources University (previously the Mining Institute)
Eugen Slutsky; 1880; Russia; Taras Shevchenko National University of Kyiv
Chandra Wickramasinghe; 1939; Sri Lanka; Royal College, Colombo
John Ulric Nef; 1862; Switzerland; Harvard University
John Ulric Nef; 1862; Switzerland; Ludwig Maximilian University of Munich
Otto Struve; 1897; Ukraine; University of Kharkiv
Jonathan Peter Bowen; 1956; United Kingdom; University of Oxford
Robert Geoffrey Edwards; 1925; United Kingdom; Bangor University
John Turton Randall; 1905; United Kingdom; Cavendish Laboratory
Humphry John Moule Bowen; 1929; United Kingdom; Magdalen College, Oxford
William Boyd; 1885; United Kingdom; University of Edinburgh
Robert Geoffrey Edwards; 1925; United Kingdom; University of Edinburgh
Mark Keane; 1961; United Kingdom; University College Dublin
Jonathan Peter Bowen; 1956; United Kingdom; University College, Oxford
Frederick 1st Baronet Treves; 1853; United Kingdom; Barts and The London School of Medicine and Dentistry
Nevil Vincent Sidgwick; 1873; United Kingdom; Christ Church, Oxford
Victor Wouk; 1919; United States; Columbia University
Clark Wissler; 1870; United States; Columbia University
Elmer Eric Schattschneider; 1892; United States; Columbia University
Thomas Huckle Weller; 1915; United States; University of Michigan
Avi Rubin; 1967; United States; University of Michigan
Edwin Spanier; 1921; United States; University of Michigan
H. David Politzer; 1949; United States; University of Michigan
James J. Collins; 1965; United States; University of Oxford
James P. Pierpont; 1866; United States; University of Vienna
Lyman Wynne; 1925; United States; Harvard University
Sewall Green Wright; 1889; United States; Harvard University
Kenneth Sokoloff; 1952; United States; Harvard University
Abraham Klein; 1927; United States; Harvard University
Edward Klima; 1931; United States; Harvard University
Edward Lorenz; 1917; United States; Harvard University
H. David Politzer; 1949; United States; Harvard University
John E. McMurry; 1942; United States; Harvard University
Karl Rubin; 1956; United States; Harvard University
Richard Evans Schultes; 1915; United States; Harvard University
Robin Tolmach Lakoff; 1942; United States; Harvard University
William Klemperer; 1927; United States; Harvard University
Lyman Spitzer; 1914; United States; Phillips Academy
Vera Rubin; 1928; United States; Georgetown University
Ralph Walter Graystone Wyckoff; 1897; United States; Hobart and William Smith Colleges
James Henry Breasted; 1865; United States; Humboldt University of Berlin
Sewall Green Wright; 1889; United States; Lombard College
Michael J. Flynn; 1934; United States; Manhattan College
Joseph White; 1932; United States; Michigan State University
Jay S. Rosenblatt; 1923; United States; New York University
Abraham Seidenberg; 1916; United States; University of Maryland, College Park
Daniel Shanks; 1917; United States; University of Maryland, College Park
Paul Calaway; 1910; United States; Georgia Institute of Technology
Donald A. Glaser; 1926; United States; Case School of Engineering
William Lorenz; 1882; United States; New York University School of Medicine
Tanya Atwater; 1942; United States; Scripps Institution of Oceanography
H. Clyde Wilson; 1926; United States; University of Texas at Austin
Paul Calaway; 1910; United States; University of Texas at Austin
Abraham Klein; 1927; United States; Brooklyn College
James J. Collins; 1965; United States; College of the Holy Cross
Paul A. Freund; 1908; United States; Harvard Law School
Thomas Huckle Weller; 1915; United States; Harvard Medical School
Alejandro Zaffaroni; 1923; Uruguay; University of the Republic (Uruguay)
Mark Keane; 1961; Republic of Ireland; University College Dublin
David Thouless; 1934; Scotland; Trinity Hall, Cambridge
Peter Jephson Cameron; 1947; Australia; University of Queensland
Walter Anderson; 1885; Belarus; Saint Petersburg State University
Niels Nielsen; 1865; Denmark; University of Copenhagen
Markus G. Kuhn; 1971; Germany; Wolfson College, Cambridge
Wolfgang Ketterle; 1957; Germany; Ludwig Maximilian University of Munich
Debashis Mukherjee; 1946; India; University of Calcutta
Mylswamy Annadurai; 1978; India; PSG College of Technology
George Sudarshan; 1931; India; University of Madras
Debashis Mukherjee; 1946; India; Presidency University, Kolkata
Oded Goldreich; 1957; Israel; Weizmann Institute of Science
Angelo Battelli; 1862; Italy; University of Turin
Enrico Giusti; 1940; Italy; University of Florence
Enzo Emanuele; 1977; Italy; University of Pavia
Kunihiko Kodaira; 1915; Japan; University of Tokyo
Saskia Sassen; 1949; Netherlands; University of Notre Dame
Igor Frenkel; 1952; Russia; Saint Petersburg State University
Hermann Struve; 1854; Russia; University of Tartu
Mark Keane; 1961; United Kingdom; Trinity College, Dublin
David Thouless; 1934; United Kingdom; Trinity Hall, Cambridge
Joseph White; 1932; United States; San Francisco State University
Vera Rubin; 1928; United States; Vassar College
Robin Tolmach Lakoff; 1942; United States; Radcliffe College
Catharine Alice MacKinnon; 1946; United States; Yale Law School
John Clarence Karcher; 1894; United States; University of Oklahoma
Paul Calaway; 1910; United States; Lyon College
Catharine Alice MacKinnon; 1946; United States; Smith College
James P. Pierpont; 1866; United States; Worcester Polytechnic Institute
Elmer Eric Schattschneider; 1892; United States; University of Pittsburgh
Edith Anne Stoney; 1869; Republic of Ireland; Trinity College, Dublin
Mark Keane; 1961; Republic of Ireland; Trinity College, Dublin
William Henry Lang; 1874; East Sussex; University of Glasgow
Helen Porter; 1899; England; Imperial College London
Helen Porter; 1899; England; University of London
William Henry Lang; 1874; England; University of Glasgow
Derek Barton; 1918; Kent; Imperial College London
Helen Porter; 1899; Surrey; Imperial College London
Helen Porter; 1899; Surrey; University of London
Ruby Payne-Scott; 1912; Australia; University of Sydney
Peter Balazs; 1970; Austria; University of Vienna
Maqsudul Alam; 1954; Bangladesh; Moscow State University
Erich Vogt; 1929; Canada; Princeton University
Erich Vogt; 1929; Canada; University of Manitoba
Yuan-Cheng Fung; 1919; China; California Institute of Technology
Chongnian Yan; 1934; China; Beijing Normal University
Mourad E. H. Ismail; 1944; Egypt; University of Alberta
Thomas Rosenmeyer; 1920; Germany; McMaster University
Peter Sherwood; 1948; Hungary; University of London
William Henery Evans; 1876; India; The King's School, Canterbury
Ishtiaq Hussain Qureshi; 1903; India; Aligarh Muslim University
Mohammad Jalal Abbasi-Shavazi; 1965; Iran; Australian National University
Mohammad Jalal Abbasi-Shavazi; 1965; Iran; University of Tehran
Hisashi Kobayashi; 1938; Japan; Princeton University
Ukichiro Nakaya; 1900; Japan; King's College London
Roel Nusse; 1950; Netherlands; University of California, San Francisco
Herman Verlinde; 1962; Netherlands; Utrecht University
Nina Bari; 1901; Russia; Moscow State University
Ludwig Ramberg; 1874; Sweden; Lund University
Derek Barton; 1918; United Kingdom; Imperial College London
Helen Porter; 1899; United Kingdom; Imperial College London
Sara Arber; 1949; United Kingdom; London School of Economics
Helen Porter; 1899; United Kingdom; University of London
Henry Head; 1861; United Kingdom; Trinity College, Cambridge
Harold Spencer Jones; 1890; United Kingdom; Jesus College, Cambridge
William Henry Lang; 1874; United Kingdom; University of Glasgow
Sara Arber; 1949; United Kingdom; University of Michigan
John D. Barrow; 1952; United Kingdom; University of Oxford
Peter Coles; 1963; United Kingdom; University of Sussex
Melanie Wood; 1981; United States; Duke University
R. Gordon Wasson; 1898; United States; London School of Economics
Christian J. Lambertsen; 1917; United States; Rutgers University
William Henry Emerson; 1860; United States; United States Naval Academy
John Crain; 1960; United States; University of Mississippi
Hunter B. Shirley; 1927; United States; University of Paris
David Schramm; 1945; United States; California Institute of Technology
Robert Biscup; 1952; United States; Hiram College
Alice Hamilton; 1869; United States; Johns Hopkins University
William Henry Emerson; 1860; United States; Johns Hopkins University
David Schramm; 1945; United States; Massachusetts Institute of Technology
Robert Elderfield; 1904; United States; Massachusetts Institute of Technology
Arthur L. Samuel; 1901; United States; Massachusetts Institute of Technology
Melanie Wood; 1981; United States; Princeton University
James S. Coleman; 1926; United States; Purdue University
Maurice Ewing; 1906; United States; Rice University
Robert Sternberg; 1949; United States; Stanford University
Paul Kocher; 1973; United States; Stanford University
Arthur F. Hebard; 1940; United States; Stanford University
Harold Mead Stark; 1939; United States; University of California, Berkeley
Doug Guthrie; 1969; United States; University of California, Berkeley
Ian Agol; 1970; United States; University of California, San Diego
Doug Guthrie; 1969; United States; University of Chicago
Christian J. Lambertsen; 1917; United States; University of Pennsylvania
James March; 1928; United States; Yale University
Robert Sternberg; 1949; United States; Yale University
Levi F. Noble; 1882; United States; Yale University
John Hopfield; 1933; United States; Cornell University
Robert W. Holley; 1922; United States; Cornell University
Daniel Hale Williams; 1858; United States; Feinberg School of Medicine
Harry M. Tiebout; 1896; United States; Johns Hopkins School of Medicine
James S. Coleman; 1926; United States; Columbia University
Philip Donald Estridge; 1937; United States; University of Florida
Willard Bennett; 1903; United States; University of Michigan
Alice Hamilton; 1869; United States; University of Michigan
Robert Elderfield; 1904; United States; University of Michigan
Ernest Kirkendall; 1914; United States; University of Michigan
Dean Conant Worcester; 1866; United States; University of Michigan
C.S. Holling; 1930; United States; University of Toronto
Henry Gilman; 1893; United States; Harvard University
Herbert Robbins; 1915; United States; Harvard University
Theda Skocpol; 1947; United States; Harvard University
John Dryzek; 1953; Buckinghamshire; University of Maryland, College Park
Richard Van Der Riet Woolley; 1906; Dorset; University of Cambridge
Richard Van Der Riet Woolley; 1906; Dorset; University of Cape Town
Marjorie Chibnall; 1915; England; University of Cambridge
Kerr Grant; 1878; Australia; University of Melbourne
Ferdinand Buchwald; 1932; Austria; Columbia University College of Physicians and Surgeons
Walter Brenner; 1923; Austria; New York University Polytechnic School of Engineering
Maqsudul Alam; 1954; Bangladesh; Max Planck Institute of Biochemistry
Phil Gold; 1936; Canada; McGill University
Yuan-Cheng Fung; 1919; China; Nanjing University
Igor Aleksander; 1937; Croatia; Queen Mary University of London
Mourad E. H. Ismail; 1944; Egypt; Cairo University
Jean-Pierre Bourguignon; 1947; France; Paris Diderot University
Paul Cohn; 1924; Germany; University of Cambridge
Rudolf Pfeiffer; 1889; Germany; Ludwig Maximilian University of Munich
Yellapragada Subbarow; 1895; India; Harvard University
Ziauddin Ahmed; 1878; India; Allahabad University
C. R. Rao; 1920; India; Andhra University
C. R. Rao; 1920; India; King's College, Cambridge
Ishtiaq Hussain Qureshi; 1903; India; National Language Authority
Ishtiaq Hussain Qureshi; 1903; India; University of Cambridge
Rarhunath Anant Mashelkar; 1943; India; Institute of Chemical Technology
Ishtiaq Hussain Qureshi; 1903; India; St. Stephen's College, Delhi
Krishnaswami Kasturirangan; 1940; India; Gujarat University
Yellapragada Subbarow; 1895; India; Madras Medical College
Krishnaswami Kasturirangan; 1940; India; Physical Research Laboratory
C. R. Rao; 1920; India; University of Calcutta
Ziauddin Ahmed; 1878; India; University of Calcutta
